,date,location,time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,UVB,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
0,2016/01/01,оч╢щ,0.0,16.0,1.9,0.47,0.08,0.5,8.2,8.7,50.0,90.0,56.0,NR,74.0,3.4,2.0,0.0,101.0,99.0,3.8,3.3
1,2016/01/01,оч╢щ,1.0,15.0,1.9,0.47,0.07,0.6,8.0,8.6,49.0,84.0,50.0,NR,78.0,3.0,2.0,0.0,98.0,93.0,3.2,2.7
2,2016/01/01,оч╢щ,2.0,16.0,1.9,0.42,0.06,0.7,7.8,8.5,47.0,73.0,51.0,NR,79.0,3.1,2.0,0.0,95.0,96.0,3.4,2.7
3,2016/01/01,оч╢щ,3.0,16.0,1.9,0.37,0.05,0.4,5.3,5.7,46.0,66.0,46.0,NR,78.0,2.7,1.9,0.0,96.0,100.0,2.6,2.7
4,2016/01/01,оч╢щ,4.0,16.0,1.9,0.35,0.05,0.7,4.9,5.6,45.0,60.0,41.0,NR,80.0,2.5,1.9,0.0,102.0,99.0,3.1,2.9
5,2016/01/01,оч╢щ,5.0,16.0,1.9,0.35,0.05,0.7,5.5,6.2,43.0,64.0,36.0,NR,81.0,3.6,1.9,0.0,96.0,95.0,3.1,2.5
6,2016/01/01,оч╢щ,6.0,16.0,1.9,0.35,0.06,0.6,5.5,6.1,43.0,69.0,29.0,NR,80.0,3.1,1.9,0.0,101.0,99.0,3.7,3.6
7,2016/01/01,оч╢щ,7.0,20.0,1.9,0.44,0.09,2.4,9.9,12.0,40.0,58.0,28.0,NR,72.0,1.9,2.0,4.3,91.0,92.0,3.4,3.6
8,2016/01/01,оч╢щ,8.0,21.0,1.9,0.44,0.1,2.6,10.0,13.0,40.0,56.0,29.0,NR,69.0,1.5,2.0,5.2,86.0,79.0,3.7,3.1
9,2016/01/01,оч╢щ,9.0,22.0,1.9,0.41,0.08,2.4,8.4,11.0,43.0,51.0,24.0,NR,68.0,1.4,1.9,5.2,89.0,84.0,3.7,3.3
10,2016/01/01,оч╢щ,10.0,22.0,1.9,0.42,0.08,2.3,8.7,11.0,43.0,45.0,27.0,NR,67.0,1.5,2.0,4.1,83.0,93.0,3.6,3.1
11,2016/01/01,оч╢щ,11.0,22.0,1.9,0.43,0.08,2.2,9.8,12.0,42.0,43.0,23.0,NR,68.0,1.9,2.0,2.5,89.0,84.0,2.9,2.9
12,2016/01/01,оч╢щ,12.0,22.0,1.9,0.45,0.1,2.3,11.0,13.0,39.0,53.0,32.0,NR,70.0,3.3,2.0,1.1,84.0,83.0,2.5,2.4
13,2016/01/01,оч╢щ,13.0,21.0,1.9,0.48,0.11,1.9,14.0,16.0,34.0,59.0,28.0,NR,76.0,4.2,2.0,0.3,84.0,82.0,2.0,1.9
14,2016/01/01,оч╢щ,14.0,20.0,1.9,0.55,0.13,1.5,17.0,19.0,32.0,56.0,27.0,NR,81.0,3.9,2.0,0.0,83.0,85.0,1.5,1.3
15,2016/01/01,оч╢щ,15.0,20.0,1.9,0.6,0.15,1.1,21.0,22.0,28.0,44.0,27.0,NR,82.0,4.5,2.0,0.0,88.0,99.0,1.1,1.0
16,2016/01/01,оч╢щ,16.0,19.0,1.9,0.57,0.14,1.0,22.0,23.0,27.0,39.0,25.0,NR,83.0,6.1,2.0,0.0,97.0,199.0,0.6,0.6
17,2016/01/01,оч╢щ,17.0,19.0,2.0,0.76,0.23,4.1,30.0,35.0,17.0,41.0,25.0,NR,86.0,5.8,2.2,0.0,336.0,330.0,0.5,0.3
18,2016/01/01,оч╢щ,18.0,18.0,2.2,1.13,0.4,17.0,38.0,55.0,1.8,46.0,29.0,NR,90.0,3.6,2.6,0.0,356.0,347.0,0.5,0.3
19,2016/01/01,оч╢щ,19.0,17.0,2.1,1.12,0.36,21.0,35.0,55.0,1.3,47.0,25.0,NR,93.0,3.0,2.4,0.0,64.0,80.0,0.5,0.4
20,2016/01/01,оч╢щ,20.0,17.0,2.2,1.41,0.46,34.0,32.0,66.0,1.3,48.0,30.0,NR,95.0,3.0,2.6,0.0,94.0,126.0,0.5,0.4
21,2016/01/01,оч╢щ,21.0,18.0,2.2,1.13,0.4,17.0,38.0,55.0,1.8,46.0,29.0,NR,90.0,3.6,2.6,0.0,356.0,347.0,0.5,0.3
22,2016/01/01,оч╢щ,22.0,17.0,2.1,1.12,0.36,21.0,35.0,55.0,1.3,47.0,25.0,NR,93.0,3.0,2.4,0.0,64.0,80.0,0.5,0.4
23,2016/01/01,оч╢щ,23.0,17.0,2.2,1.41,0.46,34.0,32.0,66.0,1.3,48.0,30.0,NR,95.0,3.0,2.6,0.0,94.0,126.0,0.5,0.4
24,2016/01/02,оч╢щ,0.0,17.0,2.2,1.19,0.42,26.0,31.0,57.0,1.4,47.0,28.0,NR,94.0,4.5,2.6,0.0,126.0,126.0,0.5,0.5
25,2016/01/02,оч╢щ,1.0,18.0,2.2,1.0,0.36,18.0,29.0,47.0,2.4,49.0,35.0,NR,93.0,3.7,2.6,0.0,123.0,324.0,0.8,0.3
26,2016/01/02,оч╢щ,2.0,18.0,1.9,0.37,0.08,1.0,6.9,7.9,37.0,57.0,34.0,NR,91.0,2.0,2.0,0.0,323.0,326.0,0.5,0.2
27,2016/01/02,оч╢щ,3.0,18.0,1.9,0.35,0.05,0.6,5.9,6.4,36.0,56.0,33.0,NR,91.0,1.7,1.9,0.0,41.0,62.0,0.6,0.3
28,2016/01/02,оч╢щ,4.0,17.0,1.9,0.34,0.04,0.9,6.2,7.2,34.0,57.0,33.0,NR,91.0,1.6,2.0,0.0,22.0,49.0,0.6,0.3
29,2016/01/02,оч╢щ,5.0,17.0,1.9,0.36,0.05,0.6,5.6,6.2,33.0,59.0,20.0,NR,91.0,1.5,2.0,0.0,75.0,81.0,0.5,0.4
30,2016/01/02,оч╢щ,6.0,17.0,1.9,0.39,0.06,0.5,7.5,8.0,29.0,63.0,17.0,NR,91.0,1.3,2.0,0.0,82.0,85.0,0.6,0.5
31,2016/01/02,оч╢щ,7.0,18.0,1.9,0.46,0.11,2.1,12.0,14.0,31.0,49.0,35.0,NR,88.0,1.5,2.0,1.0,344.0,316.0,1.7,0.3
32,2016/01/02,оч╢щ,8.0,18.0,1.9,0.51,0.13,2.7,15.0,18.0,27.0,59.0,34.0,NR,88.0,1.8,2.0,1.2,340.0,357.0,1.3,0.3
33,2016/01/02,оч╢щ,9.0,18.0,1.9,0.52,0.14,2.6,16.0,18.0,29.0,66.0,41.0,NR,88.0,2.4,2.0,1.3,316.0,323.0,1.0,0.4
34,2016/01/02,оч╢щ,10.0,19.0,1.9,0.5,0.11,2.6,14.0,17.0,33.0,71.0,43.0,NR,86.0,2.4,2.0,1.4,331.0,346.0,0.9,0.4
35,2016/01/02,оч╢щ,11.0,19.0,1.9,0.57,0.13,3.2,17.0,20.0,30.0,79.0,43.0,NR,84.0,2.3,2.0,1.5,301.0,314.0,0.7,0.4
36,2016/01/02,оч╢щ,12.0,20.0,2.0,0.65,0.19,3.3,24.0,27.0,23.0,78.0,57.0,NR,83.0,2.7,2.1,0.5,278.0,269.0,0.9,0.3
37,2016/01/02,оч╢щ,13.0,19.0,2.0,0.84,0.3,4.9,37.0,42.0,13.0,86.0,56.0,NR,84.0,2.9,2.3,0.1,289.0,299.0,0.7,0.5
38,2016/01/02,оч╢щ,14.0,19.0,2.0,0.9,0.31,4.0,42.0,46.0,5.7,82.0,60.0,NR,87.0,3.4,2.3,0.0,128.0,81.0,0.6,0.2
39,2016/01/02,оч╢щ,15.0,19.0,2.0,1.1,0.4,12.0,41.0,53.0,2.9,87.0,60.0,NR,89.0,19.0,2.4,0.0,101.0,96.0,0.8,0.5
40,2016/01/02,оч╢щ,16.0,19.0,2.1,1.39,0.53,25.0,41.0,66.0,1.9,93.0,57.0,NR,89.0,15.0,2.7,0.0,16.0,17.0,0.5,0.3
41,2016/01/02,оч╢щ,17.0,18.0,2.3,1.4,0.59,33.0,43.0,76.0,1.7,104.0,65.0,NR,89.0,7.6,2.8,0.0,231.0,128.0,0.5,0.3
42,2016/01/02,оч╢щ,18.0,18.0,2.3,1.51,0.61,37.0,40.0,77.0,1.5,108.0,65.0,NR,93.0,4.6,2.9,0.0,117.0,344.0,0.6,0.3
43,2016/01/02,оч╢щ,19.0,18.0,2.3,1.85,0.72,46.0,40.0,86.0,1.5,104.0,68.0,0.2,95.0,10.0,3.0,0.0,96.0,143.0,0.7,0.2
44,2016/01/02,оч╢щ,20.0,18.0,2.4,1.64,0.68,46.0,41.0,88.0,1.8,96.0,72.0,NR,95.0,14.0,3.1,0.0,170.0,245.0,0.6,0.4
45,2016/01/02,оч╢щ,21.0,18.0,2.3,1.51,0.61,37.0,40.0,77.0,1.5,108.0,65.0,NR,93.0,4.6,2.9,0.0,117.0,344.0,0.6,0.3
46,2016/01/02,оч╢щ,22.0,18.0,2.3,1.85,0.72,46.0,40.0,86.0,1.5,104.0,68.0,0.2,95.0,10.0,3.0,0.0,96.0,143.0,0.7,0.2
47,2016/01/02,оч╢щ,23.0,18.0,2.4,1.64,0.68,46.0,41.0,88.0,1.8,96.0,72.0,NR,95.0,14.0,3.1,0.0,170.0,245.0,0.6,0.4
48,2016/01/03,оч╢щ,0.0,18.0,2.3,1.42,0.54,44.0,40.0,84.0,1.5,96.0,68.0,NR,94.0,7.4,2.9,0.0,316.0,214.0,0.6,0.1
49,2016/01/03,оч╢щ,1.0,18.0,2.3,1.21,0.48,35.0,40.0,75.0,1.4,93.0,62.0,NR,94.0,7.0,2.8,0.0,282.0,296.0,0.9,0.1
50,2016/01/03,оч╢щ,2.0,18.0,2.1,0.76,0.24,14.0,37.0,51.0,2.1,92.0,62.0,0.2,95.0,5.2,2.3,0.0,206.0,201.0,0.5,0.4
51,2016/01/03,оч╢щ,3.0,18.0,2.1,0.7,0.27,13.0,36.0,49.0,2.6,83.0,52.0,NR,97.0,4.3,2.4,0.0,133.0,124.0,0.6,0.5
52,2016/01/03,оч╢щ,4.0,18.0,2.2,0.76,0.32,14.0,38.0,51.0,1.4,76.0,32.0,NR,96.0,4.6,2.5,0.0,17.0,54.0,0.5,0.3
53,2016/01/03,оч╢щ,5.0,18.0,2.1,0.69,0.31,7.7,31.0,39.0,3.6,66.0,32.0,0.8,96.0,4.4,2.5,0.0,109.0,71.0,0.5,0.3
54,2016/01/03,оч╢щ,6.0,18.0,2.1,0.83,0.31,19.0,33.0,52.0,1.7,65.0,30.0,0.4,97.0,27.0,2.4,0.0,123.0,108.0,0.6,0.7
55,2016/01/03,оч╢щ,7.0,19.0,2.0,0.78,0.27,11.0,27.0,38.0,11.0,54.0,37.0,1.4,95.0,6.2,2.3,1.6,80.0,83.0,0.7,0.7
56,2016/01/03,оч╢щ,8.0,19.0,2.1,0.84,0.36,9.8,32.0,42.0,12.0,51.0,42.0,1.2,94.0,3.6,2.4,1.6,48.0,110.0,0.8,0.3
57,2016/01/03,оч╢щ,9.0,19.0,2.0,0.82,0.28,5.3,29.0,34.0,18.0,45.0,32.0,1.2,94.0,3.5,2.3,1.3,93.0,19.0,0.6,0.5
58,2016/01/03,оч╢щ,10.0,19.0,2.1,0.85,0.29,5.8,31.0,37.0,13.0,40.0,31.0,1.6,95.0,2.3,2.4,1.0,92.0,66.0,1.0,0.6
59,2016/01/03,оч╢щ,11.0,20.0,2.0,0.72,0.23,6.7,27.0,34.0,17.0,39.0,31.0,NR,94.0,2.5,2.3,1.2,105.0,96.0,0.8,0.8
60,2016/01/03,оч╢щ,12.0,19.0,1.9,0.51,0.15,3.5,21.0,24.0,21.0,38.0,20.0,NR,92.0,3.7,2.0,0.7,78.0,76.0,0.7,0.7
61,2016/01/03,оч╢щ,13.0,19.0,2.0,0.67,0.22,3.7,29.0,33.0,12.0,32.0,20.0,NR,93.0,2.2,2.2,0.2,84.0,55.0,0.6,0.5
62,2016/01/03,оч╢щ,14.0,19.0,2.0,0.75,0.25,4.5,33.0,38.0,5.6,27.0,14.0,NR,94.0,2.6,2.2,0.0,107.0,93.0,0.9,0.3
63,2016/01/03,оч╢щ,15.0,19.0,2.0,0.91,0.33,15.0,38.0,53.0,1.5,21.0,12.0,0.4,94.0,11.0,2.3,0.0,97.0,159.0,0.5,0.4
64,2016/01/03,оч╢щ,16.0,19.0,2.0,0.77,0.27,12.0,35.0,46.0,2.4,23.0,12.0,0.4,95.0,9.5,2.2,0.0,133.0,126.0,1.2,0.7
65,2016/01/03,оч╢щ,17.0,19.0,1.9,0.61,0.19,2.5,28.0,31.0,7.7,22.0,12.0,4,96.0,5.4,2.1,0.0,105.0,90.0,1.3,0.9
66,2016/01/03,оч╢щ,18.0,18.0,1.9,0.47,0.13,1.1,20.0,21.0,15.0,21.0,8.0,0.2,96.0,4.2,2.0,0.0,110.0,125.0,1.2,1.2
67,2016/01/03,оч╢щ,19.0,19.0,1.9,0.49,0.13,0.9,21.0,22.0,13.0,19.0,8.0,NR,97.0,3.8,2.0,0.0,106.0,119.0,1.2,1.1
68,2016/01/03,оч╢щ,20.0,19.0,1.9,0.48,0.14,0.8,21.0,22.0,9.8,16.0,8.0,NR,96.0,4.3,2.1,0.0,134.0,159.0,0.6,0.9
69,2016/01/03,оч╢щ,21.0,18.0,1.9,0.47,0.13,1.1,20.0,21.0,15.0,21.0,8.0,0.2,96.0,4.2,2.0,0.0,110.0,125.0,1.2,1.2
70,2016/01/03,оч╢щ,22.0,19.0,1.9,0.49,0.13,0.9,21.0,22.0,13.0,19.0,8.0,NR,97.0,3.8,2.0,0.0,106.0,119.0,1.2,1.1
71,2016/01/03,оч╢щ,23.0,19.0,1.9,0.48,0.14,0.8,21.0,22.0,9.8,16.0,8.0,NR,96.0,4.3,2.1,0.0,134.0,159.0,0.6,0.9
72,2016/01/04,оч╢щ,0.0,19.0,2.0,0.5,0.16,2.1,24.0,26.0,6.6,16.0,9.0,0.2,97.0,5.5,2.1,0.0,121.0,161.0,0.7,0.6
73,2016/01/04,оч╢щ,1.0,18.0,1.9,0.45,0.13,1.0,21.0,22.0,8.6,9.0,9.0,NR,96.0,5.9,2.1,0.0,59.0,50.0,0.5,0.5
74,2016/01/04,оч╢щ,2.0,19.0,2.4,0.51,0.23,2.7,23.0,26.0,2.8,9.0,4.0,NR,96.0,3.7,2.6,0.0,50.0,50.0,0.5,0.5
75,2016/01/04,оч╢щ,3.0,19.0,2.3,0.55,0.23,13.0,25.0,38.0,1.3,6.0,7.0,NR,97.0,4.3,2.5,0.0,46.0,245.0,0.7,0.3
76,2016/01/04,оч╢щ,4.0,19.0,2.3,0.57,0.25,13.0,27.0,39.0,1.3,10.0,7.0,NR,97.0,3.3,2.5,0.0,25.0,50.0,0.5,0.4
77,2016/01/04,оч╢щ,5.0,19.0,2.3,0.63,0.33,13.0,27.0,40.0,1.3,16.0,9.0,NR,98.0,3.6,2.7,0.0,112.0,53.0,0.6,0.5
78,2016/01/04,оч╢щ,6.0,19.0,2.4,0.95,0.42,35.0,26.0,61.0,1.4,26.0,9.0,NR,98.0,5.1,2.8,0.0,51.0,51.0,0.5,0.5
79,2016/01/04,оч╢щ,7.0,21.0,2.2,1.18,0.52,29.0,41.0,70.0,10.0,55.0,33.0,NR,86.0,6.0,2.7,2.9,282.0,262.0,1.0,0.7
80,2016/01/04,оч╢щ,8.0,22.0,2.1,0.74,0.4,18.0,34.0,52.0,11.0,54.0,33.0,NR,83.0,5.7,2.5,2.6,290.0,277.0,0.8,0.8
81,2016/01/04,оч╢щ,9.0,22.0,2.0,0.55,0.23,8.7,26.0,35.0,16.0,55.0,25.0,NR,84.0,4.9,2.2,1.6,299.0,291.0,1.1,0.6
82,2016/01/04,оч╢щ,10.0,21.0,2.0,0.48,0.18,4.3,23.0,27.0,19.0,49.0,19.0,NR,87.0,4.1,2.2,0.8,290.0,287.0,1.0,0.5
83,2016/01/04,оч╢щ,11.0,21.0,2.0,0.45,0.18,3.6,22.0,26.0,21.0,37.0,15.0,NR,86.0,3.2,2.1,0.7,280.0,286.0,1.4,0.9
84,2016/01/04,оч╢щ,12.0,21.0,2.0,0.51,0.23,4.9,26.0,31.0,16.0,30.0,23.0,NR,87.0,3.9,2.2,0.4,299.0,330.0,0.6,0.7
85,2016/01/04,оч╢щ,13.0,21.0,2.0,0.54,0.21,3.7,27.0,31.0,15.0,37.0,23.0,NR,88.0,3.5,2.2,0.1,105.0,121.0,0.7,0.1
86,2016/01/04,оч╢щ,14.0,21.0,2.0,0.8,0.44,5.5,34.0,39.0,3.6,48.0,28.0,NR,90.0,11.0,2.4,0.0,127.0,128.0,0.7,0.7
87,2016/01/04,оч╢щ,15.0,21.0,2.1,0.93,0.49,9.4,35.0,45.0,2.1,65.0,25.0,NR,92.0,13.0,2.5,0.0,103.0,88.0,0.5,0.6
88,2016/01/04,оч╢щ,16.0,21.0,2.0,1.14,0.75,24.0,34.0,58.0,1.5,63.0,25.0,NR,91.0,15.0,2.8,0.0,103.0,113.0,0.9,0.9
89,2016/01/04,оч╢щ,17.0,21.0,2.1,1.37,1.04,35.0,37.0,72.0,1.7,66.0,31.0,NR,92.0,23.0,3.1,0.0,116.0,128.0,0.9,0.9
90,2016/01/04,оч╢щ,18.0,21.0,2.2,1.91,1.16,52.0,40.0,92.0,1.5,61.0,37.0,NR,92.0,8.7,3.3,0.0,136.0,141.0,0.7,0.7
91,2016/01/04,оч╢щ,19.0,21.0,2.3,2.28,1.29,67.0,38.0,105.0,1.4,65.0,37.0,NR,92.0,7.4,3.6,0.0,132.0,115.0,0.7,0.7
92,2016/01/04,оч╢щ,20.0,21.0,2.2,1.81,0.95,53.0,34.0,87.0,1.4,59.0,41.0,NR,93.0,7.5,3.2,0.0,121.0,130.0,0.8,0.9
93,2016/01/04,оч╢щ,21.0,21.0,2.2,1.91,1.16,52.0,40.0,92.0,1.5,61.0,37.0,NR,92.0,8.7,3.3,0.0,136.0,141.0,0.7,0.7
94,2016/01/04,оч╢щ,22.0,21.0,2.3,2.28,1.29,67.0,38.0,105.0,1.4,65.0,37.0,NR,92.0,7.4,3.6,0.0,132.0,115.0,0.7,0.7
95,2016/01/04,оч╢щ,23.0,21.0,2.2,1.81,0.95,53.0,34.0,87.0,1.4,59.0,41.0,NR,93.0,7.5,3.2,0.0,121.0,130.0,0.8,0.9
96,2016/01/05,оч╢щ,0.0,21.0,2.2,1.51,0.74,47.0,30.0,76.0,1.3,55.0,36.0,NR,93.0,6.4,2.9,0.0,140.0,157.0,0.5,0.5
97,2016/01/05,оч╢щ,1.0,20.0,2.5,1.63,0.87,60.0,29.0,89.0,1.5,51.0,30.0,NR,93.0,10.0,3.4,0.0,223.0,230.0,0.6,0.3
98,2016/01/05,оч╢щ,2.0,20.0,2.7,1.51,1.0,72.0,32.0,105.0,1.4,60.0,29.0,NR,95.0,11.0,3.7,0.0,288.0,317.0,0.6,0.5
99,2016/01/05,оч╢щ,3.0,20.0,2.3,0.7,0.39,21.0,31.0,51.0,1.2,71.0,33.0,NR,96.0,12.0,2.7,0.0,274.0,167.0,0.5,0.3
100,2016/01/05,оч╢щ,4.0,20.0,2.4,1.14,0.65,49.0,30.0,79.0,1.4,79.0,33.0,NR,97.0,12.0,3.0,0.0,104.0,3.2,0.5,0.4
101,2016/01/05,оч╢щ,5.0,20.0,2.2,1.09,0.62,47.0,22.0,69.0,1.3,79.0,31.0,NR,97.0,10.0,2.8,0.0,81.0,51.0,0.5,0.4
102,2016/01/05,оч╢щ,6.0,19.0,2.3,1.11,0.63,42.0,19.0,62.0,1.3,70.0,26.0,NR,97.0,6.1,3.0,0.0,114.0,122.0,1.0,0.7
103,2016/01/05,оч╢щ,7.0,22.0,2.2,1.33,0.69,50.0,41.0,91.0,4.5,39.0,19.0,NR,87.0,7.7,2.9,2.5,313.0,292.0,1.1,0.6
104,2016/01/05,оч╢щ,8.0,21.0,2.0,0.72,0.39,15.0,31.0,46.0,8.5,54.0,25.0,NR,88.0,7.0,2.4,1.7,294.0,286.0,1.1,1.0
105,2016/01/05,оч╢щ,9.0,21.0,1.9,0.59,0.29,8.9,27.0,36.0,14.0,55.0,25.0,NR,89.0,5.4,2.2,1.9,292.0,297.0,1.2,0.9
106,2016/01/05,оч╢щ,10.0,21.0,1.9,0.49,0.24,5.8,25.0,31.0,13.0,51.0,38.0,NR,90.0,6.2,2.1,0.9,288.0,307.0,1.2,0.4
107,2016/01/05,оч╢щ,11.0,20.0,1.9,0.42,0.14,4.5,22.0,26.0,15.0,45.0,41.0,NR,92.0,3.6,2.0,0.4,304.0,351.0,1.2,0.2
108,2016/01/05,оч╢щ,12.0,20.0,1.9,0.42,0.17,1.9,17.0,19.0,24.0,47.0,33.0,NR,91.0,2.4,2.0,0.3,14.0,332.0,0.7,0.3
109,2016/01/05,оч╢щ,13.0,20.0,1.9,0.47,0.18,2.1,21.0,23.0,21.0,41.0,31.0,NR,88.0,2.7,2.0,0.1,353.0,21.0,1.1,0.3
110,2016/01/05,оч╢щ,14.0,20.0,1.8,0.56,0.2,3.0,21.0,24.0,14.0,42.0,31.0,0.6,89.0,2.4,2.0,0.0,98.0,69.0,0.7,0.4
111,2016/01/05,оч╢щ,15.0,20.0,1.9,0.84,0.31,8.4,28.0,36.0,5.9,34.0,25.0,NR,91.0,2.3,2.2,0.0,357.0,68.0,0.7,0.2
112,2016/01/05,оч╢щ,16.0,19.0,1.9,0.69,0.29,3.7,26.0,30.0,7.1,34.0,24.0,NR,91.0,3.2,2.2,0.0,111.0,113.0,1.7,1.1
113,2016/01/05,оч╢щ,17.0,19.0,1.8,0.54,0.18,0.4,22.0,22.0,12.0,33.0,24.0,NR,88.0,6.7,2.0,0.0,91.0,62.0,0.8,0.9
114,2016/01/05,оч╢щ,18.0,19.0,1.8,0.67,0.24,3.7,27.0,31.0,6.3,30.0,16.0,NR,87.0,4.8,2.1,0.0,63.0,68.0,1.0,0.7
115,2016/01/05,оч╢щ,19.0,19.0,1.9,0.56,0.17,1.6,25.0,27.0,8.9,28.0,14.0,NR,87.0,4.9,2.0,0.0,71.0,66.0,0.8,1.0
116,2016/01/05,оч╢щ,20.0,19.0,1.9,0.53,0.15,1.0,26.0,26.0,8.4,20.0,10.0,NR,89.0,5.4,2.0,0.0,76.0,98.0,1.0,0.9
117,2016/01/05,оч╢щ,21.0,19.0,1.8,0.67,0.24,3.7,27.0,31.0,6.3,30.0,16.0,NR,87.0,4.8,2.1,0.0,63.0,68.0,1.0,0.7
118,2016/01/05,оч╢щ,22.0,19.0,1.9,0.56,0.17,1.6,25.0,27.0,8.9,28.0,14.0,NR,87.0,4.9,2.0,0.0,71.0,66.0,0.8,1.0
119,2016/01/05,оч╢щ,23.0,19.0,1.9,0.53,0.15,1.0,26.0,26.0,8.4,20.0,10.0,NR,89.0,5.4,2.0,0.0,76.0,98.0,1.0,0.9
120,2016/01/06,оч╢щ,0.0,19.0,1.9,0.56,0.17,1.6,27.0,29.0,6.4,16.0,8.0,NR,90.0,7.8,2.1,0.0,70.0,61.0,1.2,0.8
121,2016/01/06,оч╢щ,1.0,19.0,1.9,0.32,0.1,0.1,17.0,17.0,17.0,11.0,8.0,NR,89.0,8.7,2.0,0.0,72.0,77.0,1.0,0.7
122,2016/01/06,оч╢щ,2.0,19.0,1.9,0.25,0.06,-0.1,10.0,10.0,27.0,15.0,5.0,NR,89.0,6.8,1.9,0.0,76.0,83.0,2.0,1.2
123,2016/01/06,оч╢щ,3.0,19.0,1.8,0.24,0.04,1.9,6.5,8.5,33.0,16.0,8.0,NR,88.0,6.6,1.9,0.0,88.0,85.0,2.1,1.9
124,2016/01/06,оч╢щ,4.0,19.0,1.8,0.23,0.04,1.9,6.6,8.5,32.0,16.0,9.0,NR,88.0,5.1,1.9,0.0,85.0,97.0,2.9,2.0
125,2016/01/06,оч╢щ,5.0,20.0,1.8,0.24,0.04,1.4,6.9,8.3,32.0,12.0,9.0,NR,85.0,2.9,1.9,0.0,98.0,269.0,1.3,2.1
126,2016/01/06,оч╢щ,6.0,19.0,1.9,0.31,0.09,2.5,12.0,14.0,28.0,17.0,10.0,13,90.0,2.2,1.9,0.0,208.0,88.0,2.8,0.0
127,2016/01/06,оч╢щ,7.0,18.0,1.9,0.43#,0.26,9.9,26.0,36.0,15.0,5.0,11.0,2.8,94.0,2.0,2.1,1.0,116.0,91.0,0.7,0.2
128,2016/01/06,оч╢щ,8.0,19.0,1.9,0.52,0.43,12#,31#,43#,13.0,,,0.6,92.0,2.5#,2.3,1.3,177.0,46.0,0.5,0.3
129,2016/01/06,оч╢щ,9.0,18.0,1.9,0.42,0.14,4.3,15,19,28.0,16.0,11.0,0.4,93.0,1.8,2.0,0.9,39.0,79.0,1.5,0.2
130,2016/01/06,оч╢щ,10.0,18.0,1.9,0.31,0.07,2.9,9.8,13,33.0,15.0,9.0,NR,94.0,1.7,1.9,1.2,46.0,52.0,2.0,0.3
131,2016/01/06,оч╢щ,11.0,18.0,1.9,0.32,0.07,2.5,11,14,34.0,13.0,9.0,NR,91.0,1.7,1.9,1.5,11.0,313.0,1.9,0.2
132,2016/01/06,оч╢щ,12.0,17.0,1.9,0.32,0.08,2.2,12,14,34.0,11.0,9.0,NR,91.0,1.7,1.9,0.3,82.0,69.0,1.4,0.3
133,2016/01/06,оч╢щ,13.0,17.0,1.9,0.36,0.09,1.9,13,15,33.0,20.0,7.0,NR,91.0,1.8,2.0,0.1,77.0,61.0,1.2,0.4
134,2016/01/06,оч╢щ,14.0,17.0,1.9,0.46,0.11,2.2,14,16,33.0,27.0,11.0,NR,90.0,1.7,2.0,0.0,125.0,134.0,1.8,0.3
135,2016/01/06,оч╢щ,15.0,17.0,1.9,0.42,0.09,1.9,12,14,35.0,34.0,9.0,NR,88.0,1.6,2.0,0.0,133.0,76.0,1.7,0.2
136,2016/01/06,оч╢щ,16.0,17.0,1.9,0.39,0.09,1.2,12,14,34.0,31.0,8.0,NR,87.0,1.6,2.0,0.0,71.0,59.0,1.1,0.6
137,2016/01/06,оч╢щ,17.0,17.0,1.9,0.35,0.06,1.4,11,12,35.0,26.0,8.0,NR,87.0,1.6,1.9,0.0,74.0,67.0,1.2,1.0
138,2016/01/06,оч╢щ,18.0,17.0,1.9,0.33,0.05,1.1,9.2,10,36.0,22.0,5.0,NR,87.0,1.6,1.9,0.0,66.0,60.0,1.8,1.2
139,2016/01/06,оч╢щ,19.0,17.0,1.9,0.29,0.04,0.9,6.8,7.7,37.0,19.0,9.0,NR,87.0,1.5,1.9,0.0,65.0,61.0,2.0,0.8
140,2016/01/06,оч╢щ,20.0,17.0,1.9,0.26,0.03,0.7,5.4,6.1,39.0,18.0,9.0,NR,86.0,1.6,1.9,0.0,80.0,72.0,1.8,0.9
141,2016/01/06,оч╢щ,21.0,17.0,1.9,0.33,0.05,1.1,9.2,10,36.0,22.0,5.0,NR,87.0,1.6,1.9,0.0,66.0,60.0,1.8,1.2
142,2016/01/06,оч╢щ,22.0,17.0,1.9,0.29,0.04,0.9,6.8,7.7,37.0,19.0,9.0,NR,87.0,1.5,1.9,0.0,65.0,61.0,2.0,0.8
143,2016/01/06,оч╢щ,23.0,17.0,1.9,0.26,0.03,0.7,5.4,6.1,39.0,18.0,9.0,NR,86.0,1.6,1.9,0.0,80.0,72.0,1.8,0.9
144,2016/01/07,оч╢щ,0.0,17.0,1.9,0.25,0.03,0.8,4.7,5.4,39.0,24.0,11.0,NR,85.0,1.6,1.9,0.0,71.0,67.0,1.5,0.9
145,2016/01/07,оч╢щ,1.0,17.0,1.9,0.25,0.03,1,4.7,5.7,39.0,26.0,11.0,NR,84.0,1.5,1.9,0.0,75.0,74.0,1.3,0.7
