,date,location,time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,UVB,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
639,2016/01/27,оч╢щ,15.0,18.0,1.9,0.59,0.23,2.7,32,35,11,45,13,NR,84.0,4.5,2.1,0.0,198.0,145.0,0.7,0.8
640,2016/01/27,оч╢щ,16.0,17.0,1.9,0.69,0.31,3.3,35,39,8,43,13,NR,86.0,4.4,2.2,0.0,187.0,138.0,0.7,0.4
641,2016/01/27,оч╢щ,17.0,17.0,1.9,0.72,0.29,2.2,32,34,7.9,33,13,NR,89.0,3.8,2.2,0.0,162.0,213.0,0.5,0.4
642,2016/01/27,оч╢щ,18.0,16.0,2,1.48,0.59,38,38,76,2.2,43,13,NR,90.0,5.3,2.6,0.0,87.0,251.0,0.5,0.3
643,2016/01/27,оч╢щ,19.0,16.0,2.3,1.74,0.72,54,40,94,1.6,52,18,NR,90.0,6.3,3,0.0,341.0,269.0,0.6,0.3
644,2016/01/27,оч╢щ,20.0,16.0,2.2,1.12,0.58,31,37,68,1.4,59,26,NR,91.0,4.9,2.7,0.0,15.0,97.0,0.6,0.1
645,2016/01/27,оч╢щ,21.0,16.0,2,1.48,0.59,38,38,76,2.2,43,13,NR,90.0,5.3,2.6,0.0,87.0,251.0,0.5,0.3
646,2016/01/27,оч╢щ,22.0,16.0,2.3,1.74,0.72,54,40,94,1.6,52,18,NR,90.0,6.3,3,0.0,341.0,269.0,0.6,0.3
647,2016/01/27,оч╢щ,23.0,16.0,2.2,1.12,0.58,31,37,68,1.4,59,26,NR,91.0,4.9,2.7,0.0,15.0,97.0,0.6,0.1
648,2016/01/28,оч╢щ,0.0,16.0,2.2,1.27,0.62,44,35,79,1.6,57,34,NR,94.0,13,2.8,0.0,99.0,164.0,0.6,0.6
649,2016/01/28,оч╢щ,1.0,15.0,2.2,1.35,0.65,44,30,74,1.6,55,44,NR,94.0,11,2.9,0.0,126.0,111.0,0.5,0.3
650,2016/01/28,оч╢щ,2.0,16.0,2.4,1.22,0.62,49,26,76,1.3,50,40,NR,94.0,6.5,3,0.0,26.0,312.0,0.6,0.1
651,2016/01/28,оч╢щ,3.0,16.0,2.1,0.63,0.36,11,27,38,1.2,48,35,NR,94.0,4.5,2.5,0.0,318.0,323.0,0.5,0.3
652,2016/01/28,оч╢щ,4.0,16.0,2.1,0.5,0.29,6,27,33,1.3,53,25,NR,95.0,3,2.4,0.0,330.0,79.0,0.6,0.2
653,2016/01/28,оч╢щ,5.0,16.0,2,0.47,0.25,5.9,26,32,3.2,57,30,NR,95.0,3.1,2.3,0.0,114.0,137.0,0.5,0.3
654,2016/01/28,оч╢щ,6.0,15.0,2,0.54,0.25,7.6,25,33,2.5,56,31,NR,96.0,2.3,2.2,0.0,102.0,127.0,0.5,0.3
655,2016/01/28,оч╢щ,7.0,17.0,2.4#,1.98,1.09#,80,51,130,2.3#,58,48,0.2,93.0,7.5#,3.5#,1.3,292.0,245.0,0.9,0.3
656,2016/01/28,оч╢щ,8.0,18.0,2.3,1.58#,1.07,85#,54#,139#,2.7,,,0.8,94.0,20#,3.4,1.5,214.0,325.0,0.6,0.3
657,2016/01/28,оч╢щ,9.0,18.0,2.2,1.42,0.91,62,49,111,3.6,80,72,NR,94.0,10#,3.1,2.0,283.0,291.0,2.4,0.7
658,2016/01/28,оч╢щ,10.0,17.0,2,0.54,0.27,12,30,42,7.6,73,60,0.2,94.0,4.8,2.2,0.9,288.0,294.0,1.1,0.7
659,2016/01/28,оч╢щ,11.0,17.0,1.9,0.53,0.25,8.2,29,37,9.5,62,50,0.8,94.0,3.9,2.2,0.5,320.0,23.0,1.0,0.2
660,2016/01/28,оч╢щ,12.0,17.0,1.9,0.45,0.29,7.8,26,34,11,40,33,NR,95.0,2.3,2.2,0.3,319.0,314.0,1.4,0.2
661,2016/01/28,оч╢щ,13.0,17.0,1.9,0.49,0.22,5.4,27,33,11,33,21,NR,96.0,2.6,2.1,0.0,278.0,284.0,1.3,0.6
662,2016/01/28,оч╢щ,14.0,17.0,1.9,0.7,0.24,6.9,34,41,8.1,25,13,1.4,96.0,1.5,2.2,0.0,284.0,285.0,0.9,0.8
663,2016/01/28,оч╢щ,15.0,17.0,1.9,0.62,0.21,3.6,29,33,11,21,9,0.2,97.0,1.1,2.1,0.0,257.0,277.0,0.7,0.4
664,2016/01/28,оч╢щ,16.0,16.0,1.8,0.39,0.13,2.1,20,22,19,15,5,NR,97.0,1.1,2,0.0,81.0,94.0,0.6,0.5
665,2016/01/28,оч╢щ,17.0,16.0,1.9,0.61,0.34,6.3,30,37,8.1,16,8,NR,98.0,7.8,2.3,0.0,147.0,139.0,1.0,0.7
666,2016/01/28,оч╢щ,18.0,16.0,1.9,0.56,0.23,6,27,33,8.8,15,7,NR,97.0,6,2.1,0.0,97.0,298.0,1.1,0.6
667,2016/01/28,оч╢щ,19.0,16.0,1.9,0.61,0.25,5,30,35,6.1,17,14,NR,96.0,3.5,2.1,0.0,84.0,30.0,0.6,0.4
668,2016/01/28,оч╢щ,20.0,16.0,1.9,0.56,0.22,3.2,25,28,9.3,20,9,NR,96.0,4.5,2.1,0.0,126.0,124.0,1.6,0.8
669,2016/01/28,оч╢щ,21.0,16.0,1.9,0.56,0.23,6,27,33,8.8,15,7,NR,97.0,6,2.1,0.0,97.0,298.0,1.1,0.6
670,2016/01/28,оч╢щ,22.0,16.0,1.9,0.61,0.25,5,30,35,6.1,17,14,NR,96.0,3.5,2.1,0.0,84.0,30.0,0.6,0.4
671,2016/01/28,оч╢щ,23.0,16.0,1.9,0.56,0.22,3.2,25,28,9.3,20,9,NR,96.0,4.5,2.1,0.0,126.0,124.0,1.6,0.8
672,2016/01/29,оч╢щ,0.0,17.0,1.8,0.3,0.09,2.2,15,18,21,18,7,1.2,96.0,3.1,1.9,0.0,111.0,95.0,1.1,1.3
673,2016/01/29,оч╢щ,1.0,17.0,1.8,0.24,0.07,1.7,9.8,11,25,22,1,0.2,94.0,4,1.9,0.0,310.0,267.0,1.1,0.3
674,2016/01/29,оч╢щ,2.0,17.0,2,0.35,0.17,1.2,16,18,16,22,1,NR,95.0,5,2.2,0.0,343.0,351.0,0.5,0.3
675,2016/01/29,оч╢щ,3.0,17.0,2.1,0.5,0.26,3.1,29,32,3,30,9,NR,96.0,3.7,2.4,0.0,355.0,302.0,0.5,0.2
676,2016/01/29,оч╢щ,4.0,17.0,2.4,0.71,0.38,14,30,44,1.4,35,14,NR,97.0,3.6,2.7,0.0,319.0,315.0,0.5,0.4
677,2016/01/29,оч╢щ,5.0,17.0,2.2,0.55,0.29,10,24,34,6,26,14,NR,98.0,2.3,2.5,0.0,330.0,319.0,0.8,0.4
678,2016/01/29,оч╢щ,6.0,17.0,1.9,0.48,0.14,7.8,19,27,9,17,9,0.6,98.0,2.7,2,0.0,354.0,91.0,0.7,0.2
679,2016/01/29,оч╢щ,7.0,17.0,1.8,0.39,0.25,5.9,26,31,15,8,1,2.6,97.0,3.5,2.1,0.7,142.0,218.0,1.1,0.5
680,2016/01/29,оч╢щ,8.0,17.0,1.9,0.43,0.32,13,32,44,12,16,4,2.8,96.0,4.4,2.2,1.4,171.0,204.0,0.9,0.7
681,2016/01/29,оч╢щ,9.0,17.0,1.9,0.51,0.38,13,31,44,11,20,4,1.2,96.0,2.7,2.3,1.3,134.0,348.0,1.1,0.2
682,2016/01/29,оч╢щ,10.0,17.0,1.9,0.5,0.3,14,33,46,10,25,8,2.6,96.0,2,2.2,1.0,3.5,314.0,0.8,0.3
683,2016/01/29,оч╢щ,11.0,17.0,1.8,0.35,0.19,6.9,24,31,17,19,4,1.8,95.0,2.5,2,1.0,133.0,102.0,0.7,0.2
684,2016/01/29,оч╢щ,12.0,17.0,1.9,0.51,0.36,11,33,44,8.6,17,5,1.8,96.0,6,2.2,0.4,117.0,65.0,0.8,0.4
685,2016/01/29,оч╢щ,13.0,17.0,1.9,0.58,0.38,13,34,47,6.4,18,9,0.2,96.0,2.3,2.2,0.1,342.0,131.0,0.5,0.2
686,2016/01/29,оч╢щ,14.0,17.0,1.9,0.73,0.58,15,40,55,2.2,29,14,1.2,97.0,4,2.5,0.0,133.0,114.0,1.1,0.9
687,2016/01/29,оч╢щ,15.0,16.0,1.9,0.93,0.49,29,41,70,2.1,32,22,NR,97.0,6.3,2.4,0.0,99.0,75.0,1.0,0.9
688,2016/01/29,оч╢щ,16.0,17.0,1.9,0.8,0.41,14,38,52,3.6,30,17,NR,96.0,4.8,2.3,0.0,95.0,100.0,1.6,1.3
689,2016/01/29,оч╢щ,17.0,17.0,1.8,0.53,0.18,5.2,26,31,11,15,14,1,95.0,1.7x,2,0.0,109.0,173.0,0.6,0.7
690,2016/01/29,оч╢щ,18.0,17.0,1.9,0.83,0.26,14,33,47,3.5,13,16,2.4,96.0,1.4x,2.2,0.0,277.0,317.0,0.5,0.2
691,2016/01/29,оч╢щ,19.0,17.0,1.9,0.74,0.27,14,33,47,2.8,15,13,1.2,97.0,1.4x,2.2,0.0,66.0,242.0,0.5,0.3
692,2016/01/29,оч╢щ,20.0,17.0,2.1,0.94,0.35,27,34,61,1.9,20,11,2.4,97.0,1.3x,2.4,0.0,300.0,351.0,0.9,0.2
693,2016/01/29,оч╢щ,21.0,17.0,1.9,0.83,0.26,14,33,47,3.5,13,16,2.4,96.0,1.4x,2.2,0.0,277.0,317.0,0.5,0.2
694,2016/01/29,оч╢щ,22.0,17.0,1.9,0.74,0.27,14,33,47,2.8,15,13,1.2,97.0,1.4x,2.2,0.0,66.0,242.0,0.5,0.3
695,2016/01/29,оч╢щ,23.0,17.0,2.1,0.94,0.35,27,34,61,1.9,20,11,2.4,97.0,1.3x,2.4,0.0,300.0,351.0,0.9,0.2
696,2016/01/30,оч╢щ,0.0,17.0,1.9,0.39,0.13,2.6,18,21,16,12,1,0.6,97.0,1.1x,2,0.0,90.0,121.0,0.8,0.2
697,2016/01/30,оч╢щ,1.0,17.0,1.9,0.46,0.19,2.4,23,25,10,11,8,2,97.0,16x,2.1,0.0,113.0,88.0,1.8,1.0
698,2016/01/30,оч╢щ,2.0,16.0,1.9,0.32,0.07,1.4,8.2,9.6,21,13,4,2,96.0,18x,1.9,0.0,80.0,44.0,1.1,0.8
699,2016/01/30,оч╢щ,3.0,16.0,1.9,0.33,0.11,0.8,10,11,18,20,7,1.4,96.0,17x,2,0.0,333.0,320.0,0.5,0.4
700,2016/01/30,оч╢щ,4.0,16.0,2,0.32,0.11,0.9,10,11,20,17,3,2.2,97.0,15x,2.1,0.0,329.0,63.0,1.1,0.4
701,2016/01/30,оч╢щ,5.0,15.0,1.9,0.29,0.04,0.8,5,5.9,31,10,3,1.4,95.0,15x,1.9,0.0,58.0,61.0,0.7,0.4
702,2016/01/30,оч╢щ,6.0,15.0,1.9,0.32,0.06,1.3,8.2,9.5,28,11,2,0.6,95.0,15x,1.9,0.0,327.0,323.0,1.7,0.2
703,2016/01/30,оч╢щ,7.0,16.0,1.9,0.56,0.22,8.5,27,35,12,16,14,NR,92.0,15x,2.1,0.7,21.0,341.0,0.9,0.2
704,2016/01/30,оч╢щ,8.0,16.0,1.9,0.44,0.17,4.4,20,24,20,21,9,NR,90.0,15x,2,0.8,44.0,23.0,1.5,0.2
705,2016/01/30,оч╢щ,9.0,15.0,1.9,0.4,0.11,2.6,11,14,29,29,3,NR,89.0,15#,2,0.7,131.0,159.0,2.5,0.2
706,2016/01/30,оч╢щ,10.0,15.0,1.9,0.35,0.07,1.8,9.4,11,24,31,6,NR,91.0,,1.9,0.7,88.0,81.0,1.9,0.5
707,2016/01/30,оч╢щ,11.0,15.0,1.9,0.35,0.1,2.1,9.7,12,19,23,6,NR,92.0,,2,0.8,84.0,74.0,1.3,0.5
708,2016/01/30,оч╢щ,12.0,15.0,1.9,0.39,0.12,3.4,16,20,24,24,8,NR,92.0,1.4#,2,0.4,62.0,49.0,1.5,0.5
709,2016/01/30,оч╢щ,13.0,14.0,1.9,0.48,0.12,2.8,19,21,23,25,8,NR,92.0,0.9x,2,0.1,76.0,76.0,1.0,0.4
710,2016/01/30,оч╢щ,14.0,14.0,1.9,0.52,0.13,3,17,20,25,33,14,NR,91.0,1.1x,2,0.0,72.0,78.0,1.2,0.4
711,2016/01/30,оч╢щ,15.0,14.0,1.9,0.46,0.1,1.8,13,14,29,35,19,NR,90.0,1.2x,2,0.0,77.0,62.0,1.3,0.4
712,2016/01/30,оч╢щ,16.0,14.0,1.9,0.44,0.07,1.2,10,11,31,35,17,NR,90.0,1.2x,1.9,0.0,80.0,73.0,1.3,0.6
713,2016/01/30,оч╢щ,17.0,14.0,1.9,0.41,0.05,1.2,8.8,10,33,36,17,NR,89.0,1.2x,1.9,0.0,80.0,77.0,1.5,0.7
714,2016/01/30,оч╢щ,18.0,14.0,1.9,0.43,0.06,1,12,13,29,25,14,NR,88.0,1.6x,1.9,0.0,67.0,71.0,0.7,0.6
715,2016/01/30,оч╢щ,19.0,14.0,1.9,0.48,0.09,1.4,16,17,23,18,13,NR,88.0,1.9x,2,0.0,57.0,53.0,0.8,0.4
716,2016/01/30,оч╢щ,20.0,15.0,1.9,0.52,0.11,1.6,18,20,20,12,9,NR,88.0,2.2x,2,0.0,35.0,3.8,0.8,0.3
717,2016/01/30,оч╢щ,21.0,14.0,1.9,0.43,0.06,1,12,13,29,25,14,NR,88.0,1.6x,1.9,0.0,67.0,71.0,0.7,0.6
718,2016/01/30,оч╢щ,22.0,14.0,1.9,0.48,0.09,1.4,16,17,23,18,13,NR,88.0,1.9x,2,0.0,57.0,53.0,0.8,0.4
719,2016/01/30,оч╢щ,23.0,15.0,1.9,0.52,0.11,1.6,18,20,20,12,9,NR,88.0,2.2x,2,0.0,35.0,3.8,0.8,0.3
720,2016/01/31,оч╢щ,0.0,15.0,1.9,0.43,0.08,0.8,14,15,26,15,8,NR,87.0,1.1x,2,0.0,52.0,57.0,1.0,0.5
721,2016/01/31,оч╢щ,1.0,15.0,1.9,0.4,0.07,0.7,12,12,28,17,7,NR,89.0,2.4,1.9,0.0,43.0,35.0,0.7,0.5
722,2016/01/31,оч╢щ,2.0,15.0,1.9,0.35,0.07,0.9,9.9,11,30,27,8,NR,89.0,5.9,1.9,0.0,64.0,67.0,1.4,0.9
723,2016/01/31,оч╢щ,3.0,15.0,1.9,0.32,0.06,1.8,8.2,9.9,32,32,10,NR,88.0,6.8,1.9,0.0,73.0,81.0,1.7,1.2
724,2016/01/31,оч╢щ,4.0,15.0,1.9,0.29,0.05,1.5,7.3,8.8,34,41,11,NR,86.0,6.4,1.9,0.0,80.0,82.0,2.0,1.7
725,2016/01/31,оч╢щ,5.0,15.0,1.9,0.3,0.05,1.4,7.3,8.7,34,39,18,NR,85.0,5.8,1.9,0.0,79.0,80.0,1.5,1.5
726,2016/01/31,оч╢щ,6.0,16.0,1.9,0.35,0.07,1.8,9.8,12,32,43,19,NR,84.0,5.9,1.9,0.0,88.0,94.0,2.1,1.7
727,2016/01/31,оч╢щ,7.0,19.0,1.8,0.36,0.08,3,7.9,11,37,27,17,NR,70.0,2.3,1.9,5.6,95.0,94.0,3.9,3.5
728,2016/01/31,оч╢щ,8.0,19.0,1.8,0.36,0.08,3.5,8.2,12,37,27,12,NR,67.0,2.6,1.9,7.1,91.0,90.0,5.3,3.9
729,2016/01/31,оч╢щ,9.0,20.0,1.8,0.33,0.06,2.8,6.2,9,39,24,6,NR,66.0,2.7,1.9,7.2,91.0,94.0,4.5,4.9
730,2016/01/31,оч╢щ,10.0,20.0,1.8,0.37,0.07,3,8.4,11,38,27,6,NR,66.0,2.4,1.9,6.0,89.0,84.0,4.6,3.8
731,2016/01/31,оч╢щ,11.0,20.0,1.8,0.41,0.09,4.1,11,15,36,30,11,NR,67.0,2.5,1.9,4.0,85.0,84.0,3.6,3.5
732,2016/01/31,оч╢щ,12.0,20.0,1.8,0.46,0.11,4,13,17,34,34,18,NR,70.0,2.9,2,2.0,91.0,87.0,3.6,3.3
733,2016/01/31,оч╢щ,13.0,19.0,1.8,0.46,0.1,3.7,14,18,32,30,22,NR,75.0,2.9,1.9,0.6,85.0,85.0,3.3,3.1
734,2016/01/31,оч╢щ,14.0,18.0,1.8,0.47,0.1,2.7,14,17,31,33,16,NR,80.0,4.1,1.9,0.1,89.0,85.0,3.4,3.0
735,2016/01/31,оч╢щ,15.0,18.0,1.9,0.5,0.1,2.5,17,20,27,27,14,NR,84.0,6.3,2,0.0,90.0,91.0,2.6,2.8
736,2016/01/31,оч╢щ,16.0,17.0,1.9,0.48,0.1,2.2,16,18,27,21,9,NR,89.0,3.5,2,0.0,83.0,74.0,2.7,2.2
737,2016/01/31,оч╢щ,17.0,17.0,1.8,0.41,0.07,2,14,16,29,17,13,NR,89.0,4.3,1.9,0.0,76.0,73.0,2.2,1.9
738,2016/01/31,оч╢щ,18.0,18.0,1.8,0.41,0.07,1.6,14,15,30,12,8,NR,87.0,4.9,1.9,0.0,75.0,77.0,2.8,2.0
739,2016/01/31,оч╢щ,19.0,18.0,1.9,0.39,0.06,1.6,14,16,29,11,8,NR,89.0,7.4,1.9,0.0,78.0,75.0,1.7,2.0
740,2016/01/31,оч╢щ,20.0,18.0,1.8,0.37,0.06,1.7,13,15,29,6,5,NR,88.0,7.5,1.9,0.0,71.0,72.0,2.2,1.8
741,2016/01/31,оч╢щ,21.0,18.0,1.8,0.41,0.07,1.6,14,15,30,12,8,NR,87.0,4.9,1.9,0.0,75.0,77.0,2.8,2.0
742,2016/01/31,оч╢щ,22.0,18.0,1.9,0.39,0.06,1.6,14,16,29,11,8,NR,89.0,7.4,1.9,0.0,78.0,75.0,1.7,2.0
743,2016/01/31,оч╢щ,23.0,18.0,1.8,0.37,0.06,1.7,13,15,29,6,5,NR,88.0,7.5,1.9,0.0,71.0,72.0,2.2,1.8
744,2016/02/01,оч╢щ,0.0,18.0,1.8,0.32,0.04,1.5,9,10,36,8,5,NR,87.0,5.4,1.9,0.0,71.0,60.0,0.9,1.3
745,2016/02/01,оч╢щ,1.0,17.0,1.9,0.32,0.04,1.4,4.3,5.7,40,9,1,0.2,91.0,1,1.9,0.0,14.0,313.0,1.1,0.3
746,2016/02/01,оч╢щ,2.0,16.0,1.9,0.32,0.03,1.4,2.8,4.2,47,7,5,0.8,93.0,0.9,1.9,0.0,115.0,174.0,2.0,0.1
747,2016/02/01,оч╢щ,3.0,15.0,1.9,0.33,0.03,0.6,1.5,2,48,15,7,0.2,94.0,0.8,1.9,0.0,106.0,81.0,1.9,0.3
748,2016/02/01,оч╢щ,4.0,15.0,1.9,0.34,0.03,0.6,1.7,2.4,49,18,6,0.4,93.0,0.9,1.9,0.0,133.0,126.0,2.7,0.4
749,2016/02/01,оч╢щ,5.0,14.0,1.9,0.37,0.03,0.5,2.4,2.9,51,21,3,0.8,93.0,1,1.9,0.0,99.0,102.0,2.8,1.0
750,2016/02/01,оч╢щ,6.0,13.0,1.9,0.41,0.04,0.8,3.6,4.4,47,12,5,2.2,92.0,0.9,1.9,0.0,111.0,126.0,3.2,0.9
751,2016/02/01,оч╢щ,7.0,13.0,1.9,0.48,0.12,2.6,18,21,25,8,6,1.8,93.0,1.1,2,0.5,65.0,65.0,1.7,0.8
752,2016/02/01,оч╢щ,8.0,13.0,1.9,0.48,0.11,3.5,18,22,24,7,7,1.6,93.0,1.2,2,0.8,65.0,63.0,1.4,0.6
753,2016/02/01,оч╢щ,9.0,13.0,1.9,0.44,0.1,2.2,14,16,28,3,2,1,93.0,1.1,2,0.9,65.0,54.0,1.5,0.7
754,2016/02/01,оч╢щ,10.0,13.0,1.9,0.43,0.09,2.3,15,17,27,7,3,1,93.0,1.2,2,0.8,63.0,63.0,1.1,0.7
755,2016/02/01,оч╢щ,11.0,13.0,1.9,0.41,0.11,2.6,15,18,27,4,2,NR,92.0,1.2,2,0.5,91.0,113.0,2.2,0.6
756,2016/02/01,оч╢щ,12.0,12.0,1.9,0.39,0.08,2,10,12,31,9,3,1.4,92.0,1.1,1.9,0.2,80.0,89.0,1.8,0.8
757,2016/02/01,оч╢щ,13.0,12.0,1.9,0.42,0.09,2.2,13,15,28,8,3,2.4,92.0,1,2,0.1,84.0,85.0,2.5,0.9
758,2016/02/01,оч╢щ,14.0,11.0,1.9,0.54,0.1,2.1,12,14,30,12,8,2.6,92.0,1.1,2,0.0,83.0,65.0,1.6,1.0
759,2016/02/01,оч╢щ,15.0,11.0,1.9,0.62,0.1,2.4,13,15,28,10,6,0.8,92.0,1,2,0.0,70.0,125.0,1.3,0.7
760,2016/02/01,оч╢щ,16.0,11.0,1.9,0.63,0.09,0.9,9.6,11,31,7,6,3.6,92.0,1.2,2,0.0,73.0,77.0,1.1,1.0
761,2016/02/01,оч╢щ,17.0,11.0,1.9,0.69,0.11,1.2,14,15,25,8,5,0.6,94.0,1.3,2,0.0,60.0,46.0,0.8,0.7
762,2016/02/01,оч╢щ,18.0,11.0,1.9,0.71,0.12,1.3,16,18,22,10,4,0.6,95.0,1.5,2,0.0,74.0,68.0,0.8,0.8
763,2016/02/01,оч╢щ,19.0,11.0,1.9,0.66,0.1,0.8,11,12,28,11,8,1.6,95.0,1.4,2,0.0,68.0,73.0,1.3,0.7
764,2016/02/01,оч╢щ,20.0,11.0,1.9,0.66,0.09,0.7,9,9.7,29,8,3,0.6,94.0,1.5,2,0.0,67.0,66.0,1.1,0.8
765,2016/02/01,оч╢щ,21.0,11.0,1.9,0.71,0.12,1.3,16,18,22,10,4,0.6,95.0,1.5,2,0.0,74.0,68.0,0.8,0.8
766,2016/02/01,оч╢щ,22.0,11.0,1.9,0.66,0.1,0.8,11,12,28,11,8,1.6,95.0,1.4,2,0.0,68.0,73.0,1.3,0.7
767,2016/02/01,оч╢щ,23.0,11.0,1.9,0.66,0.09,0.7,9,9.7,29,8,3,0.6,94.0,1.5,2,0.0,67.0,66.0,1.1,0.8
768,2016/02/02,оч╢щ,0.0,11.0,2,0.67,0.11,0.5,11,11,27,16,3,1,95.0,2.1,2.1,0.0,71.0,77.0,1.1,0.9
769,2016/02/02,оч╢щ,1.0,11.0,1.9,0.6,0.1,0.3,8.2,8.5,29,20,5,0.6,96.0,1.6,2,0.0,66.0,38.0,0.7,0.6
770,2016/02/02,оч╢щ,2.0,11.0,1.9,0.58,0.09,0.7,7.7,8.5,30,30,9,0.8,96.0,1.7,2,0.0,69.0,61.0,0.9,0.6
771,2016/02/02,оч╢щ,3.0,11.0,1.9,0.52,0.07,1,6.3,7.3,34,18,9,4.8,96.0,1.3,2,0.0,53.0,39.0,0.9,0.4
772,2016/02/02,оч╢щ,4.0,10.0,1.9,0.46,0.05,1,4.9,5.9,37,12,4,4.2,95.0,1.2,1.9,0.0,66.0,76.0,1.1,0.7
773,2016/02/02,оч╢щ,5.0,10.0,1.9,0.52,0.07,1.1,7.8,8.9,32,6,4,1.6,96.0,1.3,1.9,0.0,60.0,58.0,0.8,0.5
774,2016/02/02,оч╢щ,6.0,11.0,1.9,0.48,0.08,1.3,11,13,28,7,5,0.2,95.0,1.4,1.9,0.0,69.0,55.0,0.9,0.6
775,2016/02/02,оч╢щ,7.0,11.0,1.9,0.37,0.13,4.4,20,24,21,14,5,NR,91.0,1.5,2,0.7,58.0,90.0,0.8,0.5
776,2016/02/02,оч╢щ,8.0,11.0,1.9,0.36,0.13,3.9,18,22,21,17,6,0.4,93.0,1.4,2,0.6,67.0,78.0,1.0,0.4
777,2016/02/02,оч╢щ,9.0,11.0,1.9,0.32,0.12,3.2,15,18,27,10,4,NR,92.0,1.3,2,0.9,67.0,42.0,1.0,0.6
778,2016/02/02,оч╢щ,10.0,11.0,1.9,0.34,0.11,3.3,17,20,25,8,4,0.2,92.0,1.5,2,0.8,70.0,65.0,1.1,0.5
779,2016/02/02,оч╢щ,11.0,11.0,1.9,0.33,0.11,2.8,17,20,25,5,3,NR,91.0,1.4,2,0.4,69.0,60.0,0.6,0.7
780,2016/02/02,оч╢щ,12.0,11.0,1.9,0.4,0.14,3.3,22,25,20,9,11,NR,90.0,1.8,2,0.3,63.0,59.0,0.7,0.4
781,2016/02/02,оч╢щ,13.0,12.0,1.9,0.46,0.18,5.4,26,31,15,18,9,NR,90.0,1.8,2.1,0.1,62.0,44.0,0.6,0.5
782,2016/02/02,оч╢щ,14.0,11.0,1.9,0.51,0.16,3.8,24,28,17,14,13,NR,90.0,1.6,2,0.0,69.0,46.0,0.7,0.6
783,2016/02/02,оч╢щ,15.0,11.0,1.9,0.51,0.14,2,21,23,20,12,9,NR,92.0,1.7,2,0.0,67.0,51.0,0.8,0.7
784,2016/02/02,оч╢щ,16.0,11.0,1.9,0.57,0.16,3.7,23,27,16,8,10,NR,93.0,2,2.1,0.0,49.0,39.0,0.9,0.4
785,2016/02/02,оч╢щ,17.0,12.0,1.9,0.62,0.17,2.7,25,27,15,13,11,0.2,93.0,2,2.1,0.0,60.0,65.0,1.0,0.5
786,2016/02/02,оч╢щ,18.0,12.0,1.9,0.61,0.17,2.5,23,26,16,15,10,NR,94.0,1.9,2.1,0.0,55.0,30.0,0.9,0.5
787,2016/02/02,оч╢щ,19.0,12.0,1.9,0.5,0.12,1.9,17,19,22,14,9,NR,93.0,2,2,0.0,42.0,15.0,0.8,0.4
788,2016/02/02,оч╢щ,20.0,12.0,1.9,0.51,0.11,1.4,16,17,23,9,8,0.2,95.0,2.4,2,0.0,74.0,70.0,1.7,0.8
789,2016/02/02,оч╢щ,21.0,12.0,1.9,0.61,0.17,2.5,23,26,16,15,10,NR,94.0,1.9,2.1,0.0,55.0,30.0,0.9,0.5
790,2016/02/02,оч╢щ,22.0,12.0,1.9,0.5,0.12,1.9,17,19,22,14,9,NR,93.0,2,2,0.0,42.0,15.0,0.8,0.4
791,2016/02/02,оч╢щ,23.0,12.0,1.9,0.51,0.11,1.4,16,17,23,9,8,0.2,95.0,2.4,2,0.0,74.0,70.0,1.7,0.8
792,2016/02/03,оч╢щ,0.0,12.0,1.9,0.45,0.09,1.2,12,13,27,11,8,NR,94.0,2.8,2,0.0,74.0,78.0,1.4,1.0
793,2016/02/03,оч╢щ,1.0,12.0,1.9,0.42,0.08,0.9,9.1,10,29,7,9,NR,94.0,1.2,2,0.0,64.0,43.0,0.7,0.5
794,2016/02/03,оч╢щ,2.0,12.0,1.9,0.43,0.08,1.1,10,11,26,10,7,NR,95.0,1.3,2,0.0,55.0,94.0,0.9,0.5
795,2016/02/03,оч╢щ,3.0,12.0,1.9,0.39,0.07,0.7,7.8,8.5,30,8,9,NR,94.0,1.6,2,0.0,58.0,58.0,1.0,0.6
796,2016/02/03,оч╢щ,4.0,12.0,1.9,0.39,0.07,0.8,8,8.7,27,9,10,NR,93.0,1,2,0.0,19.0,343.0,1.0,0.3
797,2016/02/03,оч╢щ,5.0,12.0,1.9,0.39,0.07,1,9.2,10,27,9,9,NR,93.0,0.8,2,0.0,28.0,335.0,0.6,0.2
798,2016/02/03,оч╢щ,6.0,12.0,1.9,0.47,0.09,2.7,16,19,20,6,6,0.2,94.0,1.1,2,0.0,17.0,37.0,0.6,0.3
799,2016/02/03,оч╢щ,7.0,16.0,1.9,0.48,0.13,6.6,18,25,29,29,15,NR,80.0,2,2,4.4,87.0,86.0,3.6,2.2
800,2016/02/03,оч╢щ,8.0,17.0,1.9,0.43,0.12,5.4,16,21,32,33,14,NR,75.0,1.8,2,5.0,83.0,76.0,2.4,2.3
801,2016/02/03,оч╢щ,9.0,17.0,1.9,0.41,0.11,4.5,15,20,31,30,15,NR,76.0,3.7,2,3.7,83.0,81.0,2.1,2.1
